IP,User,Time,Method,URL,Status,Bytes,Referrer,UserAgent
198.51.100.221,bob,2025-10-07 10:35:09,GET,/js/app.js,200,6790,https://bing.com/search?q=product,Nikto/2.1.6
198.51.100.233,bob,2025-10-06 06:57:09,GET,/,200,48953,https://facebook.com/,Wget/1.20.3 (linux-gnu)
198.51.100.99,alice,2025-10-07 14:17:05,GET,/products,200,18635,-,Nikto/2.1.6
203.0.113.5,-,2025-10-05 23:04:32,GET,/blog,200,41243,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
198.51.100.214,alice,2025-10-07 01:54:13,POST,/index.html,200,1741,https://bing.com/search?q=product,sqlmap/1.5.5#stable
198.51.100.209,bob,2025-10-06 22:19:51,GET,/products,200,20055,https://www.google.com/search?q=site,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
198.51.100.235,-,2025-10-05 16:30:03,GET,/about,200,27881,-,curl/7.68.0
198.51.100.150,-,2025-10-06 19:26:27,GET,/products/item2,200,32921,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
198.51.100.218,-,2025-10-06 21:11:04,DELETE,/products,200,40553,https://facebook.com/,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
198.51.100.232,bob,2025-10-07 11:28:37,POST,/cgi-bin/test.cgi,200,16686,https://www.example.com/start.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
198.51.100.244,-,2025-10-07 06:04:09,GET,/api/v1/login,200,2167,https://www.example.com/start.html,python-requests/2.28.1
198.51.100.247,bob,2025-10-07 21:47:20,POST,/blog/post1,200,36620,https://www.example.com/start.html,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
198.51.100.201,alice,2025-10-07 11:14:14,GET,/products/item1,200,42500,https://www.example.com/start.html,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
198.51.100.232,-,2025-10-07 14:50:56,GET,/search.php?q=phone,404,5580,https://bing.com/search?q=product,sqlmap/1.5.5#stable
198.51.100.217,-,2025-10-07 02:31:54,POST,/xmlrpc.php,200,37683,https://www.google.com/search?q=site,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
198.51.100.209,bob,2025-10-07 23:41:19,GET,/products/item2,404,11023,https://bing.com/search?q=product,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
198.51.100.225,alice,2025-10-07 20:22:38,GET,/cgi-bin/test.cgi,200,15912,https://facebook.com/,python-requests/2.28.1
198.51.100.248,-,2025-10-05 13:01:57,GET,/products,200,29984,https://www.google.com/search?q=site,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
198.51.100.238,bob,2025-10-05 09:50:37,POST,/,200,15404,-,sqlmap/1.5.5#stable
198.51.100.210,-,2025-10-06 11:19:18,DELETE,/blog,200,11042,-,Wget/1.20.3 (linux-gnu)
203.0.113.5,-,2025-10-07 15:25:18,PUT,/products/item1,404,6273,-,Nikto/2.1.6
198.51.100.204,alice,2025-10-06 09:17:43,POST,/products/item1,200,23258,-,Wget/1.20.3 (linux-gnu)
198.51.100.201,bob,2025-10-05 13:09:24,GET,/search.php?q=phone,404,24206,https://www.google.com/search?q=site,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
198.51.100.200,-,2025-10-07 16:26:19,GET,/blog/post1,200,15392,https://www.google.com/search?q=site,python-requests/2.28.1
198.51.100.233,-,2025-10-06 20:22:52,POST,/blog,301,42540,https://www.google.com/search?q=site,sqlmap/1.5.5#stable
198.51.100.201,-,2025-10-07 11:07:30,POST,/products,200,9183,https://www.example.com/start.html,Nikto/2.1.6
198.51.100.230,alice,2025-10-06 02:11:18,GET,/cart,200,22219,https://bing.com/search?q=product,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
203.0.113.5,-,2025-10-07 05:04:09,GET,/index.html,403,41330,https://facebook.com/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
198.51.100.230,alice,2025-10-06 12:42:32,GET,/blog/post1,200,22364,https://www.google.com/search?q=site,curl/7.68.0
198.51.100.211,alice,2025-10-06 23:55:47,GET,/,200,26628,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
198.51.100.234,-,2025-10-06 17:20:22,POST,/index.html,200,10755,https://facebook.com/,curl/7.68.0
198.51.100.223,alice,2025-10-07 12:01:31,GET,/index.html,401,14226,-,python-requests/2.28.1
198.51.100.211,-,2025-10-07 19:38:26,GET,/xmlrpc.php,302,7985,-,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
198.51.100.232,bob,2025-10-07 17:57:16,GET,/admin.php,200,44196,https://www.google.com/search?q=site,Nikto/2.1.6
198.51.100.200,alice,2025-10-05 18:22:46,GET,/products/item2,302,1444,https://bing.com/search?q=product,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
198.51.100.211,bob,2025-10-05 09:19:06,PUT,/css/main.css,404,35753,https://www.example.com/start.html,Nikto/2.1.6
198.51.100.233,alice,2025-10-06 09:43:50,GET,/.git/config,200,20198,-,python-requests/2.28.1
203.0.113.45,bob,2025-10-06 01:59:42,POST,/api/v1/users,301,18000,-,curl/7.68.0
198.51.100.222,-,2025-10-06 09:32:24,GET,/logout,200,11428,-,python-requests/2.28.1
198.51.100.222,-,2025-10-05 10:01:11,POST,/index.html,200,19002,https://bing.com/search?q=product,Wget/1.20.3 (linux-gnu)
198.51.100.238,-,2025-10-05 14:01:40,GET,/index.html,301,23865,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
198.51.100.248,alice,2025-10-06 13:41:05,GET,/index.html,302,397,-,Wget/1.20.3 (linux-gnu)
198.51.100.221,alice,2025-10-06 07:44:11,GET,/blog,301,42679,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
198.51.100.241,alice,2025-10-05 17:56:34,GET,/blog,200,47925,https://bing.com/search?q=product,Wget/1.20.3 (linux-gnu)
198.51.100.228,-,2025-10-05 09:31:25,GET,/products,200,3571,https://bing.com/search?q=product,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
198.51.100.226,alice,2025-10-06 16:57:48,GET,/index.html,301,48513,https://bing.com/search?q=product,sqlmap/1.5.5#stable
198.51.100.150,-,2025-10-05 22:18:22,GET,/index.html,200,26768,-,python-requests/2.28.1
198.51.100.241,-,2025-10-06 02:28:15,GET,/css/main.css,200,24896,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
198.51.100.207,-,2025-10-07 06:10:06,POST,/blog/post1,200,15890,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
198.51.100.223,alice,2025-10-07 10:19:13,PUT,/blog,200,28299,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
203.0.113.45,alice,2025-10-06 09:55:38,POST,/login,302,25242,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
198.51.100.234,-,2025-10-05 17:27:45,GET,/index.html,401,36229,https://facebook.com/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
198.51.100.244,bob,2025-10-06 07:32:20,GET,/contact,200,7445,https://facebook.com/,Wget/1.20.3 (linux-gnu)
203.0.113.5,bob,2025-10-07 10:56:36,GET,/blog/post1,200,46884,https://www.google.com/search?q=site,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
203.0.113.5,alice,2025-10-06 22:19:10,GET,/api/v1/login,200,42135,https://facebook.com/,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
198.51.100.213,alice,2025-10-07 19:25:59,GET,/logout,200,27394,https://www.google.com/search?q=site,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
198.51.100.249,-,2025-10-07 22:28:23,POST,/products,200,47566,https://www.google.com/search?q=site,Nikto/2.1.6
198.51.100.222,bob,2025-10-05 11:37:30,GET,/index.html,200,26948,https://bing.com/search?q=product,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
198.51.100.234,-,2025-10-06 22:24:05,GET,/xmlrpc.php,301,11422,https://www.google.com/search?q=site,Nikto/2.1.6
198.51.100.249,-,2025-10-07 07:56:45,GET,/blog,302,47591,https://www.google.com/search?q=site,Nikto/2.1.6
198.51.100.207,bob,2025-10-07 20:52:24,GET,/logout,200,42651,https://facebook.com/,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
198.51.100.23,-,2025-10-05 15:23:07,GET,/index.html,301,33807,-,sqlmap/1.5.5#stable
198.51.100.238,bob,2025-10-06 23:53:06,GET,/images/logo.png,200,40089,https://bing.com/search?q=product,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
198.51.100.228,bob,2025-10-06 20:30:54,GET,/products/item1,200,31156,https://facebook.com/,sqlmap/1.5.5#stable
203.0.113.5,-,2025-10-07 00:35:52,GET,/js/app.js,200,45339,-,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
198.51.100.212,-,2025-10-05 18:53:37,GET,/,401,15087,-,sqlmap/1.5.5#stable
198.51.100.225,alice,2025-10-07 20:15:20,POST,/products,301,40143,https://www.example.com/start.html,Wget/1.20.3 (linux-gnu)
203.0.113.45,bob,2025-10-07 09:21:07,GET,/products,200,31327,https://www.example.com/start.html,python-requests/2.28.1
198.51.100.237,-,2025-10-06 18:24:45,HEAD,/index.html,200,356,-,Wget/1.20.3 (linux-gnu)
198.51.100.219,-,2025-10-05 03:24:49,GET,/index.html,200,25090,https://www.google.com/search?q=site,python-requests/2.28.1
203.0.113.5,-,2025-10-07 17:00:30,POST,/xmlrpc.php,200,38827,https://www.google.com/search?q=site,python-requests/2.28.1
203.0.113.5,alice,2025-10-07 02:26:56,GET,/index.html,200,38409,https://bing.com/search?q=product,Wget/1.20.3 (linux-gnu)
198.51.100.239,bob,2025-10-07 16:29:54,GET,/blog,200,46749,https://www.example.com/start.html,curl/7.68.0
198.51.100.236,alice,2025-10-06 13:22:16,HEAD,/index.html,200,38727,https://bing.com/search?q=product,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
198.51.100.207,-,2025-10-05 01:11:24,GET,/index.html,200,11216,-,Wget/1.20.3 (linux-gnu)
198.51.100.249,alice,2025-10-07 04:42:54,HEAD,/index.html,200,12182,https://www.google.com/search?q=site,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
198.51.100.244,bob,2025-10-05 04:56:12,GET,/home,404,48290,-,Nikto/2.1.6
198.51.100.221,alice,2025-10-07 12:50:39,POST,/blog,200,15946,https://bing.com/search?q=product,sqlmap/1.5.5#stable
198.51.100.225,-,2025-10-07 23:31:57,GET,/about,404,33619,-,Wget/1.20.3 (linux-gnu)
198.51.100.99,-,2025-10-07 18:27:15,GET,/search.php?q=phone,200,39974,https://www.example.com/start.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
198.51.100.226,bob,2025-10-07 23:51:50,PUT,/blog,200,37606,https://facebook.com/,Wget/1.20.3 (linux-gnu)
198.51.100.201,-,2025-10-07 15:05:20,GET,/products/item2,500,33782,https://bing.com/search?q=product,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
198.51.100.207,-,2025-10-06 02:49:45,GET,/js/app.js,404,35294,https://bing.com/search?q=product,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
198.51.100.206,-,2025-10-05 10:07:19,GET,/blog,200,29447,-,Nikto/2.1.6
198.51.100.214,-,2025-10-05 17:33:48,GET,/products/item1,200,36612,https://bing.com/search?q=product,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
198.51.100.246,bob,2025-10-07 11:10:30,GET,/blog,200,13966,https://www.google.com/search?q=site,sqlmap/1.5.5#stable
198.51.100.241,-,2025-10-07 22:58:07,POST,/products,200,46121,-,python-requests/2.28.1
198.51.100.240,alice,2025-10-07 09:00:23,GET,/products,403,3455,https://bing.com/search?q=product,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
198.51.100.208,alice,2025-10-05 19:32:48,GET,/,301,12049,https://bing.com/search?q=product,Nikto/2.1.6
203.0.113.45,bob,2025-10-07 16:46:55,POST,/products/item2,500,40946,https://www.google.com/search?q=site,curl/7.68.0
198.51.100.225,-,2025-10-07 20:58:18,GET,/products,200,16835,https://www.example.com/start.html,sqlmap/1.5.5#stable
198.51.100.219,bob,2025-10-05 05:33:33,PUT,/products,200,28311,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
198.51.100.236,alice,2025-10-05 18:38:34,HEAD,/shell?cmd=ls,200,21667,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
198.51.100.214,alice,2025-10-05 11:15:15,POST,/index.html,404,20574,https://www.example.com/start.html,python-requests/2.28.1
198.51.100.211,-,2025-10-06 19:19:11,GET,/products/item1,200,2724,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
198.51.100.23,-,2025-10-07 16:08:25,GET,/login,200,10819,https://www.example.com/start.html,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
198.51.100.233,alice,2025-10-07 00:00:36,GET,/index.html,200,16905,https://bing.com/search?q=product,Wget/1.20.3 (linux-gnu)
198.51.100.236,-,2025-10-07 17:01:39,GET,/images/logo.png,200,2689,-,curl/7.68.0
198.51.100.246,-,2025-10-05 10:25:56,GET,/search.php?q=phone,200,42457,https://facebook.com/,python-requests/2.28.1
203.0.113.45,-,2025-10-07 11:36:38,GET,/blog/post1,200,49468,https://bing.com/search?q=product,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
198.51.100.99,-,2025-10-06 16:43:47,HEAD,/products,200,20529,https://www.example.com/start.html,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
203.0.113.45,-,2025-10-06 21:55:19,GET,/checkout,200,31722,https://www.example.com/start.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
198.51.100.246,-,2025-10-07 11:48:32,GET,/,200,32811,https://www.google.com/search?q=site,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
198.51.100.230,alice,2025-10-06 12:13:01,POST,/search.php?q=phone,302,42477,-,Wget/1.20.3 (linux-gnu)
203.0.113.5,bob,2025-10-07 21:40:46,GET,/products/item1,200,43529,https://bing.com/search?q=product,Wget/1.20.3 (linux-gnu)
198.51.100.231,bob,2025-10-07 10:54:19,GET,/.git/config,404,42214,https://www.google.com/search?q=site,curl/7.68.0
198.51.100.248,bob,2025-10-06 11:18:13,GET,/home,200,20921,https://facebook.com/,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
198.51.100.228,-,2025-10-05 05:28:59,GET,/blog,403,27548,https://bing.com/search?q=product,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
198.51.100.206,-,2025-10-05 21:28:09,GET,/blog/post1,200,25838,https://www.google.com/search?q=site,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
198.51.100.242,-,2025-10-07 07:01:45,GET,/.git/config,200,41504,-,curl/7.68.0
198.51.100.232,-,2025-10-05 01:43:12,GET,/blog,200,43104,https://facebook.com/,curl/7.68.0
198.51.100.241,-,2025-10-05 10:35:57,GET,/search.php?q=phone,200,5222,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
198.51.100.213,-,2025-10-05 05:14:09,GET,/admin/dashboard,200,9637,https://www.example.com/start.html,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
198.51.100.246,-,2025-10-07 18:19:39,GET,/products/item2,200,21066,-,sqlmap/1.5.5#stable
198.51.100.238,alice,2025-10-06 21:08:54,DELETE,/products/item2,200,40047,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
203.0.113.5,-,2025-10-05 17:40:37,GET,/wp-login.php,200,8670,https://www.example.com/start.html,sqlmap/1.5.5#stable
198.51.100.234,-,2025-10-07 22:26:45,GET,/index.html,200,13705,-,python-requests/2.28.1
198.51.100.218,bob,2025-10-05 23:05:23,GET,/search.php?q=phone,200,47037,https://facebook.com/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
198.51.100.215,-,2025-10-05 01:36:31,GET,/search.php?q=phone,200,40000,https://www.example.com/start.html,sqlmap/1.5.5#stable
198.51.100.241,alice,2025-10-06 19:18:53,GET,/js/app.js,404,40423,-,Wget/1.20.3 (linux-gnu)
198.51.100.217,bob,2025-10-05 15:15:40,HEAD,/search.php?q=phone,404,1696,https://www.example.com/start.html,python-requests/2.28.1
198.51.100.244,-,2025-10-07 03:25:11,GET,/products,302,18614,https://bing.com/search?q=product,sqlmap/1.5.5#stable
198.51.100.246,-,2025-10-06 11:13:21,GET,/api/v1/login,200,34728,https://bing.com/search?q=product,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
198.51.100.202,-,2025-10-07 02:10:10,GET,/etc/passwd,301,38000,https://bing.com/search?q=product,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
198.51.100.236,-,2025-10-07 06:55:09,GET,/,302,8107,https://facebook.com/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
203.0.113.5,bob,2025-10-06 13:34:07,GET,/products/item2,301,35317,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
198.51.100.213,alice,2025-10-05 01:48:38,GET,/index.html,403,41798,https://www.example.com/start.html,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
198.51.100.229,-,2025-10-05 07:22:04,GET,/blog/post1,200,28099,-,curl/7.68.0
198.51.100.205,bob,2025-10-06 18:33:33,GET,/xmlrpc.php,200,37940,-,Nikto/2.1.6
198.51.100.223,-,2025-10-07 20:40:34,GET,/products/item1,200,19468,https://www.google.com/search?q=site,Wget/1.20.3 (linux-gnu)
198.51.100.206,-,2025-10-06 16:32:53,GET,/api/v1/users,200,41869,-,Wget/1.20.3 (linux-gnu)
198.51.100.235,-,2025-10-05 21:09:41,GET,/xmlrpc.php,200,35319,https://facebook.com/,sqlmap/1.5.5#stable
198.51.100.229,alice,2025-10-05 07:10:03,POST,/products,200,25984,https://bing.com/search?q=product,curl/7.68.0
198.51.100.201,alice,2025-10-07 20:44:36,GET,/products/item1,404,7770,https://facebook.com/,Nikto/2.1.6
198.51.100.207,-,2025-10-07 02:07:40,POST,/products/item1,200,42029,-,curl/7.68.0
198.51.100.247,alice,2025-10-05 00:33:37,GET,/cart,200,17429,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
198.51.100.215,-,2025-10-06 20:38:36,POST,/products/item2,200,49412,https://www.google.com/search?q=site,sqlmap/1.5.5#stable
198.51.100.218,bob,2025-10-05 09:59:46,GET,/cgi-bin/test.cgi,200,19598,-,Nikto/2.1.6
203.0.113.5,alice,2025-10-05 11:52:51,GET,/api/v1/login,200,6091,https://www.google.com/search?q=site,Wget/1.20.3 (linux-gnu)
198.51.100.226,-,2025-10-07 03:43:08,GET,/index.html,301,31959,https://www.google.com/search?q=site,Nikto/2.1.6
198.51.100.229,alice,2025-10-05 19:16:39,GET,/products/item1,200,5813,https://www.example.com/start.html,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
203.0.113.5,alice,2025-10-07 21:42:41,GET,/,200,36997,-,Nikto/2.1.6
198.51.100.208,-,2025-10-05 10:13:48,GET,/products/item1,404,44436,https://bing.com/search?q=product,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
203.0.113.5,-,2025-10-07 19:22:22,GET,/products,200,15035,-,curl/7.68.0
198.51.100.220,bob,2025-10-05 16:34:42,GET,/blog,200,22181,https://www.google.com/search?q=site,sqlmap/1.5.5#stable
198.51.100.207,bob,2025-10-05 18:12:11,GET,/search.php?q=phone,200,42551,https://www.example.com/start.html,Wget/1.20.3 (linux-gnu)
198.51.100.230,bob,2025-10-06 06:41:25,GET,/,200,21804,https://www.example.com/start.html,Nikto/2.1.6
198.51.100.242,alice,2025-10-06 05:15:01,GET,/search.php?q=phone,200,2428,https://www.example.com/start.html,python-requests/2.28.1
203.0.113.5,-,2025-10-06 06:01:09,GET,/login,200,15616,https://www.google.com/search?q=site,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
198.51.100.233,-,2025-10-06 20:42:10,DELETE,/blog,200,5260,https://bing.com/search?q=product,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
198.51.100.211,-,2025-10-06 07:05:22,PUT,/products/item1,301,21607,https://www.google.com/search?q=site,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
198.51.100.226,-,2025-10-06 14:37:58,GET,/,200,33804,https://bing.com/search?q=product,curl/7.68.0
198.51.100.239,-,2025-10-06 12:04:26,GET,/index.html,200,40439,-,Nikto/2.1.6
198.51.100.223,-,2025-10-07 09:00:36,GET,/products,200,48937,https://www.google.com/search?q=site,sqlmap/1.5.5#stable
198.51.100.208,alice,2025-10-07 23:50:16,GET,/xmlrpc.php,200,37506,https://bing.com/search?q=product,Wget/1.20.3 (linux-gnu)
198.51.100.207,-,2025-10-06 05:03:41,GET,/.git/config,301,46714,https://bing.com/search?q=product,sqlmap/1.5.5#stable
198.51.100.221,bob,2025-10-07 16:01:41,DELETE,/js/app.js,404,48813,https://www.example.com/start.html,Nikto/2.1.6
192.0.2.1,bob,2025-10-06 18:24:02,GET,/api/v1/users,200,4742,https://bing.com/search?q=product,sqlmap/1.5.5#stable
198.51.100.99,-,2025-10-06 02:18:01,GET,/products,200,29809,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
198.51.100.246,-,2025-10-05 23:57:39,GET,/products,200,24436,-,Wget/1.20.3 (linux-gnu)
198.51.100.204,alice,2025-10-07 10:34:36,GET,/search.php?q=phone,200,36504,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
198.51.100.210,bob,2025-10-05 07:16:05,GET,/index.html,200,10513,-,Wget/1.20.3 (linux-gnu)
198.51.100.239,bob,2025-10-05 19:17:04,GET,/products/item2,200,624,https://www.example.com/start.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
198.51.100.202,-,2025-10-06 00:44:04,GET,/products/item1,404,45685,-,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
198.51.100.243,alice,2025-10-05 00:07:04,GET,/.env,200,7814,https://bing.com/search?q=product,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
198.51.100.247,-,2025-10-07 00:15:00,GET,/,200,13655,https://bing.com/search?q=product,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
198.51.100.220,alice,2025-10-07 00:38:22,POST,/products,200,3507,https://facebook.com/,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
198.51.100.245,alice,2025-10-05 03:24:11,DELETE,/css/main.css,200,26531,-,Wget/1.20.3 (linux-gnu)
198.51.100.208,bob,2025-10-05 01:27:41,GET,/download.php?file=../../../../etc/passwd,500,31741,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
198.51.100.244,bob,2025-10-06 00:58:41,GET,/search.php?q=phone,302,36878,https://www.example.com/start.html,sqlmap/1.5.5#stable
198.51.100.239,alice,2025-10-05 05:52:10,GET,/blog/post1,200,710,-,curl/7.68.0
203.0.113.5,bob,2025-10-07 13:17:02,GET,/js/app.js,200,42041,https://www.google.com/search?q=site,Wget/1.20.3 (linux-gnu)
198.51.100.245,-,2025-10-05 09:19:05,GET,/products,404,8181,https://bing.com/search?q=product,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
198.51.100.230,alice,2025-10-07 22:40:39,POST,/admin/dashboard,301,6288,https://www.example.com/start.html,Wget/1.20.3 (linux-gnu)
198.51.100.222,bob,2025-10-05 04:54:06,GET,/checkout,200,44212,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
203.0.113.5,alice,2025-10-07 23:25:57,POST,/products/item1,200,36071,https://facebook.com/,python-requests/2.28.1
198.51.100.234,alice,2025-10-05 08:18:17,GET,/,404,29771,https://www.example.com/start.html,Wget/1.20.3 (linux-gnu)
198.51.100.243,-,2025-10-05 11:10:13,GET,/about,200,21377,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
198.51.100.241,-,2025-10-06 22:20:06,GET,/products/item1,200,5397,https://facebook.com/,Nikto/2.1.6
203.0.113.5,-,2025-10-06 12:52:05,GET,/search.php?q=phone,200,41111,https://www.example.com/start.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
